[run number],maximum-sugar-endowment,minimum-sugar-endowment,visualization,initial-population,[step],avg-gini,starvation,avg-productivity,total-wealth
1,0,0,color-agents-by-decile,400,0,0,0,0,0
2,0,10,color-agents-by-decile,400,0,0,0,0,0
3,0,20,color-agents-by-decile,400,0,0,0,0,0
4,0,30,color-agents-by-decile,400,0,0,0,0,0
5,0,40,color-agents-by-decile,400,0,0,0,0,0
6,0,50,color-agents-by-decile,400,0,0,0,0,0
7,0,60,color-agents-by-decile,400,0,0,0,0,0
8,0,70,color-agents-by-decile,400,0,0,0,0,0
9,0,80,color-agents-by-decile,400,0,0,0,0,0
10,0,90,color-agents-by-decile,400,0,0,0,0,0
11,0,100,color-agents-by-decile,400,0,0,0,0,0
12,0,110,color-agents-by-decile,400,0,0,0,0,0
13,0,120,color-agents-by-decile,400,0,0,0,0,0
14,0,130,color-agents-by-decile,400,0,0,0,0,0
15,0,140,color-agents-by-decile,400,0,0,0,0,0
16,0,150,color-agents-by-decile,400,0,0,0,0,0
17,0,160,color-agents-by-decile,400,0,0,0,0,0
18,0,170,color-agents-by-decile,400,0,0,0,0,0
19,0,180,color-agents-by-decile,400,0,0,0,0,0
20,0,190,color-agents-by-decile,400,0,0,0,0,0
21,0,200,color-agents-by-decile,400,0,0,0,0,0
22,10,0,color-agents-by-decile,400,1000,0.505954829498231,6322,41.39095,16034
23,10,10,color-agents-by-decile,400,0,0,0,0,0
24,10,20,color-agents-by-decile,400,0,0,0,0,0
25,10,30,color-agents-by-decile,400,0,0,0,0,0
26,10,40,color-agents-by-decile,400,0,0,0,0,0
27,10,50,color-agents-by-decile,400,0,0,0,0,0
28,10,60,color-agents-by-decile,400,0,0,0,0,0
29,10,70,color-agents-by-decile,400,0,0,0,0,0
30,10,80,color-agents-by-decile,400,0,0,0,0,0
31,10,90,color-agents-by-decile,400,0,0,0,0,0
32,10,100,color-agents-by-decile,400,0,0,0,0,0
33,10,110,color-agents-by-decile,400,0,0,0,0,0
34,10,120,color-agents-by-decile,400,0,0,0,0,0
35,10,130,color-agents-by-decile,400,0,0,0,0,0
36,10,140,color-agents-by-decile,400,0,0,0,0,0
37,10,150,color-agents-by-decile,400,0,0,0,0,0
38,10,160,color-agents-by-decile,400,0,0,0,0,0
39,10,170,color-agents-by-decile,400,0,0,0,0,0
40,10,180,color-agents-by-decile,400,0,0,0,0,0
41,10,190,color-agents-by-decile,400,0,0,0,0,0
42,10,200,color-agents-by-decile,400,0,0,0,0,0
43,20,0,color-agents-by-decile,400,1000,0.476397523375718,5440,42.3746,16328
44,20,10,color-agents-by-decile,400,1000,0.46714320222733,4745,45.70065,18057
45,20,20,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
46,20,30,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
47,20,40,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
48,20,50,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
49,20,60,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
50,20,70,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
51,20,80,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
52,20,90,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
53,20,100,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
54,20,110,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
55,20,120,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
56,20,130,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
57,20,140,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
58,20,150,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
59,20,160,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
60,20,170,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
61,20,180,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
62,20,190,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
63,20,200,color-agents-by-decile,400,0,0.505954829498231,6322,41.39095,16034
64,30,0,color-agents-by-decile,400,1000,0.476217502695028,4761,44.283125,17857
65,30,10,color-agents-by-decile,400,1000,0.456689401415588,4238,45.59935,18374
66,30,20,color-agents-by-decile,400,1000,0.43940057191197,3704,47.473575,20265
67,30,30,color-agents-by-decile,400,0,0.456689401415588,4238,45.59935,18374
68,30,40,color-agents-by-decile,400,0,0.456689401415588,4238,45.59935,18374
69,30,50,color-agents-by-decile,400,0,0.456689401415588,4238,45.59935,18374
70,30,60,color-agents-by-decile,400,0,0.456689401415588,4238,45.59935,18374
71,30,70,color-agents-by-decile,400,0,0.456689401415588,4238,45.59935,18374
72,30,80,color-agents-by-decile,400,0,0.456689401415588,4238,45.59935,18374
73,30,90,color-agents-by-decile,400,0,0.456689401415588,4238,45.59935,18374
74,30,100,color-agents-by-decile,400,0,0.456689401415588,4238,45.59935,18374
75,30,110,color-agents-by-decile,400,0,0.456689401415588,4238,45.59935,18374
76,30,120,color-agents-by-decile,400,0,0.456689401415588,4238,45.59935,18374
77,30,130,color-agents-by-decile,400,0,0.456689401415588,4238,45.59935,18374
78,30,140,color-agents-by-decile,400,0,0.456689401415588,4238,45.59935,18374
79,30,150,color-agents-by-decile,400,0,0.456689401415588,4238,45.59935,18374
80,30,160,color-agents-by-decile,400,0,0.456689401415588,4238,45.59935,18374
81,30,170,color-agents-by-decile,400,0,0.456689401415588,4238,45.59935,18374
82,30,180,color-agents-by-decile,400,0,0.456689401415588,4238,45.59935,18374
83,30,190,color-agents-by-decile,400,0,0.456689401415588,4238,45.59935,18374
84,30,200,color-agents-by-decile,400,0,0.456689401415588,4238,45.59935,18374
85,40,0,color-agents-by-decile,400,1000,0.450893724754376,4305,46.14635,18411
86,40,10,color-agents-by-decile,400,1000,0.428686222932312,3878,48.475225,17985
87,40,20,color-agents-by-decile,400,1000,0.416240285124984,3335,50.6791,19214
88,40,30,color-agents-by-decile,400,1000,0.398072857504392,3133,54.1184,22258
89,40,40,color-agents-by-decile,400,0,0.416240285124984,3335,50.6791,19214
